[GIN] 2026/02/20 - 20:28:32 | 200 |    1.065583ms |             ::1 | GET      "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:28:33 | 404 |      20.333µs |             ::1 | GET      "/api/admin/stats"
[GIN] 2026/02/20 - 20:28:33 | 404 |        9.25µs |             ::1 | GET      "/api/admin/stats"
[GIN] 2026/02/20 - 20:31:41 | 204 |    2.580541ms |             ::1 | OPTIONS  "/api/admin/stats"
[GIN] 2026/02/20 - 20:31:41 | 204 |    2.563083ms |             ::1 | OPTIONS  "/api/admin/stats"
[GIN] 2026/02/20 - 20:31:41 | 404 |       5.875µs |             ::1 | GET      "/api/admin/stats"
[GIN] 2026/02/20 - 20:31:41 | 404 |       4.792µs |             ::1 | GET      "/api/admin/stats"
[GIN] 2026/02/20 - 20:31:44 | 204 |      25.167µs |             ::1 | OPTIONS  "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:31:44 | 204 |       2.625µs |             ::1 | OPTIONS  "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:31:44 | 200 |   54.908834ms |             ::1 | GET      "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:31:44 | 200 |     872.334µs |             ::1 | GET      "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:31:54 | 204 |      41.916µs |             ::1 | OPTIONS  "/api/admin/story-groups/16"
[GIN] 2026/02/20 - 20:31:54 | 204 |      34.875µs |             ::1 | OPTIONS  "/api/admin/story-groups/16"
[GIN] 2026/02/20 - 20:31:54 | 200 |  580.670666ms |             ::1 | GET      "/api/admin/story-groups/16"
[GIN] 2026/02/20 - 20:31:54 | 200 |      2.0445ms |             ::1 | GET      "/api/admin/story-groups/16"
[GIN] 2026/02/20 - 20:31:59 | 204 |      29.333µs |             ::1 | OPTIONS  "/api/admin/stats"
[GIN] 2026/02/20 - 20:31:59 | 204 |       7.583µs |             ::1 | OPTIONS  "/api/admin/stats"
[GIN] 2026/02/20 - 20:31:59 | 404 |       2.709µs |             ::1 | GET      "/api/admin/stats"
[GIN] 2026/02/20 - 20:31:59 | 404 |         2.5µs |             ::1 | GET      "/api/admin/stats"
[GIN] 2026/02/20 - 20:32:12 | 204 |     406.042µs |             ::1 | OPTIONS  "/api/public/stories/تهران"
[GIN] 2026/02/20 - 20:32:12 | 204 |       6.625µs |             ::1 | OPTIONS  "/api/public/stories/تهران"
DEBUG: GetPublicStories for city: تهران
DEBUG: Found 0 groups for city: تهران
